x,y
-0.17530325909023325,0.15027586289266281
-0.12727194670604547,0.14525416223529852
-0.07855195584492591,0.14040551659072342
-0.028912618459146167,0.13563295360211747
0.02187673349901953,0.13083950091265528
0.07404676807729871,0.12592818616551682
0.1278281533234189,0.1208020370038767
0.18345155728510676,0.11536408107091312
0.24114764801008803,0.109517346009806
0.3011470935460938,0.10316485946372822
0.3636647100549446,0.09621061412219589
0.42860202222689736,0.08857767553390516
0.49557336316308653,0.08020659317300627
0.5641824464395189,0.07103856301930378
0.6340329856322109,0.061014781052605827
0.7047286943171693,0.050076443252716984
0.7758732860704036,0.03816474559944183
0.847070474467924,0.02522088407258316
0.9179239730857418,0.011186054651949107
0.9880374954998636,-0.003998546682650428
1.0570147552863007,-0.02039172395141975
1.1244594660210643,-0.038052281174547176
1.1899753412801637,-0.05703902237222813
1.2531660946396075,-0.07741075156465982
1.313635439675406,-0.09922627277203411
1.3709870899635677,-0.12254439001454642
1.4248247590801073,-0.1474239073123922
1.4748302277463985,-0.17391572624608465
1.5211075246319634,-0.20202800584517533
1.5639027841702502,-0.231754520314162
1.6034622478826996,-0.2630890330174491
1.6400321572907517,-0.296025307319427
1.673858753915848,-0.33055710658449655
1.7051882792794277,-0.3666781941770516
1.7342669749029307,-0.40438233346148955
1.7613410823077995,-0.44366328780220776
1.7866568430154723,-0.48451482056360007
1.8104604985473909,-0.5269306951100656
1.832998290424996,-0.570904674806
1.854516460169724,-0.6164305230158007
1.8752612493030218,-0.6635020031038632
1.895478899346326,-0.7121128784345832
1.9154156518210756,-0.7622569123723597
1.935314697418006,-0.8139271628848892
1.9551044669032933,-0.8670439108401204
1.9741293476392698,-0.9213923977259846
1.9916702792433618,-0.9767431949835039
2.007008201333001,-1.0328668740537008
2.0194240535256167,-1.0895340063775958
2.0281987754386366,-1.1465151633962076
2.032613306689492,-1.2035809165505533
2.031948586895613,-1.2605018372816588
2.0254855556744262,-1.3170484970305445
2.012505152643361,-1.3729914672382275
1.9922883174198507,-1.4281013193457337
1.9641159896213214,-1.4821486247940765
1.927269108865203,-1.5349039550242836
1.8810286147689252,-1.586137881477372
1.824675446949918,-1.6356209755943603
1.7574905450256093,-1.6831238088162745
1.678869044899879,-1.728424384184648
1.589708049175763,-1.7713984488695615
1.4919634942847484,-1.8119906562224877
1.3876134766316817,-1.850147101708953
1.2786360926214133,-1.8858138807944833
1.1670094386587788,-1.918937088944607
1.0547116111486305,-1.9494628216248548
0.9437207064958146,-1.9773371743007502
0.8360148211051754,-2.002506242437822
0.7335720513815609,-2.0249161215015965
0.6383704937298171,-2.0445129069576016
0.5523882445547876,-2.061242694271364
0.4776034002613212,-2.075051578908412
0.4159940572542631,-2.0858856563342734
0.36953831193845943,-2.0936910220144718
0.3402142607187564,-2.0984137714145383
0.33000000000000007,-2.1000000000000005
